paper_id,title,year,authors,abstract,venue,url
fac9ea24dd4711f111768bb62938fe95dccbfa80,An Intelligent Game Theory Framework for Detecting Advanced Persistent Threats,2021,Hao Yan; Qianzhen Zhang; Junjie Xie; Ziyue Lu; Sheng Chen; Deke Guo,"The advanced persistent threat (APT) is a stealthy cyber attack perpetrated by a group that gains unauthorized access to a computer network and remains undiscovered to steal specific data and resources. Fast detection and defense of APT attacks are critical tasks in cyber security. Previous works use simple feature extraction and classification methods to distinguish APT information flow from the normal one. However, APT attacks are latent, with very little flow and mixed in many normal information flows. Moreover, APT attacks can adjust their behavior according to the environment, making it challenging to be discovered and extract features. Meanwhile, dynamic information flow tracking (DIFT) is a tool for tracking information flow, which can also adjust the marking strategy according to the environment and is often used to track and detect APT information flow. On the other hand, game theory is a mathematical model that expresses the game of two or more parties. Therefore, this motivates us to model a game theory to solve the above challenge. In this paper, to solve the above obstacles, we propose an intelligent game theory framework named DPS, which models the strategic interaction between APTs and DIFT and aims to get a high reward for DIFT. Our proposed DPS framework utilizes deep reinforcement learning to find the Nash equilibrium. The game model is a nonzero-sum, average reward stochastic game. Specifically, we design a subgraph pruning strategy and deep Q-network to guide the player in exploring new strategies in the information flow graph. Finally, we implement our framework to compute an optimal defender strategy to defend cyber security. Based on 2 real-world datasets, the experiment results demonstrate that the DPS framework can delay APT intrusions under equilibrium in 3 epochs and get a better reward than the Uniform policy.",International Conference on Parallel and Distributed Systems,https://www.semanticscholar.org/paper/fac9ea24dd4711f111768bb62938fe95dccbfa80
8e958366c0e5242a50da12cab839ba4420f7e02c,DMAPT: Study of Data Mining and Machine Learning Techniques in Advanced Persistent Threat Attribution and Detection,2021,P. Charan; P. Anand; S. Shukla,"Modern-day malware is intelligent enough to hide its presence and perform stealthy operations in the background. Advance Persistent Threat (APT) is one such kind of malware attack on sensitive corporate and banking networks to stay there for a long time undetected. In real-time corporate networks, identifying the presence of intruders is a big challenging task for security experts. Recent APT attacks like Carbanak, The Big Bang, and Red Echo attack (targeting the Indian power sector) are ringing alarms globally. New data exfiltration methods and advancements in malware techniques are the two main reasons for rapid and robust APT evolution. Although many traditional and hybrid methods are available to detect this stealthy malware, the number of target-specific attacks are increasing rapidly at global level. Attackers have been crafting payloads resistant to malware sandbox environments so that traditional sandboxing techniques may not work with these APT malware detection. In this paper, we shed light on various Data Mining, Machine Learning techniques and frameworks used in both Attribution and Detection of APT malware. Added to this, our work highlight GAP analysis and need for paradigm shift in existing techniques to deal with evolving modern APT malware.",Artificial Intelligence,https://doi.org/10.5772/intechopen.99291
b669487122f3ef6f5775d93bbee13c845a895419,Detection of Advanced Persistent Threat based on Kill Chain Node Mapping and LSTM,2021,Juefu Li,"The advanced persistent threat (APT) has caused serious damage to the core information infrastructure of many governments and organizations. How to correlatively analyze the massive logs generated by various security devices become a key point to effectively detect such new type of attack. This paper analyzes features of the APT attack and proposes a new APT detection method based on the extended cyber kill chain and the long and short-term memory network which can extensively correlate network behaviors. Furtherly, the idea of the proposed method provides a new direction for the application and practice of detecting complex cyber attacks.",EITCE,https://www.semanticscholar.org/paper/b669487122f3ef6f5775d93bbee13c845a895419
7d006306c329d287c338d3dc9281502177b7b780,Detection of Advanced Persistent Threats using Artificial Intelligence for Deep Packet Inspection,2021,A. Dijk,"Advanced persistent threats (APT’s) are stealthy threat actors with the skills to gain covert control of the computer network for an extended period of time. They are the highest cyber attack risk factor for large companies and states. A successful attack via an APT can cost millions of dollars, can disrupt civil life and has the capabilities to do physical damage. APT groups are typically state-sponsored and are considered the most effective and skilled cyber attackers. Attacks of APT’s are executed in several stages as pointed out in the Lockheed Martin cyber kill chain (CKC). Each of these APT stages can potentially be identified as patterns in network traffic. Using the ""APT-2020"" dataset, that compiles the characteristics and stages of an APT, we carried out experiments on the detection of anomalous traffic for all APT stages. We compare several artificial intelligence models, like a stacked auto encoder, a recurrent neural network and a one class state vector machine and show significant improvements on detection in the data exfiltration stage. This dataset is the first to have a data exfiltration stage included to experiment on. According to APT-2020’s authors current models have the biggest challenge specific to this stage. We introduce a method to successfully detect data exfiltration by analyzing the payload of the network traffic flow. This flow based deep packet inspection approach improves detection compared to other state of the art methods.",2021 IEEE International Conference on Big Data (Big Data),https://www.semanticscholar.org/paper/7d006306c329d287c338d3dc9281502177b7b780
68c6c69606ed44f9a7a7db88dba3c84d0c3a0a75,From TTP to IoC: Advanced Persistent Graphs for Threat Hunting,2021,Aimad Berady; M. Jaume; Valérie Viet Triem Tong; Gilles Guette,"Defenders fighting against Advanced Persistent Threats need to discover the propagation area of an adversary as quickly as possible. This discovery takes place through a phase of an incident response operation called Threat Hunting, where defenders track down attackers within the compromised network. In this article, we propose a formal model that dissects and abstracts elements of an attack, from both attacker and defender perspectives. This model leads to the construction of two persistent graphs on a common set of objects and components allowing for (1) an omniscient actor to compare, for both defender and attacker, the gap in knowledge and perceptions; (2) the attacker to become aware of the traces left on the targeted network; (3) the defender to improve the quality of Threat Hunting by identifying false-positives and adapting logging policy to be oriented for investigations. In this article, we challenge this model using an attack campaign mimicking APT29, a real-world threat, in a scenario designed by the MITRE Corporation. We measure the quality of the defensive architecture experimentally and then determine the most effective strategy to exploit data collected by the defender in order to extract actionable Cyber Threat Intelligence, and finally unveil the attacker.",IEEE Transactions on Network and Service Management,https://hal.inria.fr/hal-03131262/file/Final%20version%20TNSM%20-%20From%20TTP%20to%20IoC%20-%20Advanced%20Persistent%20Graphs%20for%20Threat%20Hunting.pdf
86a241e7b3e8898c61d96fe1ffda1b5fd8f07342,Improved Detection of Advanced Persistent Threats Using an Anomaly Detection Ensemble Approach,2021,Adelaiye Oluwasegun Ishaya; Ajibola Aminat; B. Hashim; Abiona Akeem Adekunle,"Article history: Received: 29 October, 2020 Accepted: 30 December, 2020 Online: 17 March, 2021 Rated a high-risk cyber-attack type, Advanced Persistent Threat (APT) has become a cause for concern to cyber security experts. Detecting the presence of APT in order to mitigate this attack has been a major challenge as successful attacks to large organizations still abound. Our approach combines static rule anomaly detection through pattern recognition and machine learning-based classification technique in mitigating the APT. (1) The rules-based on patterns are derived using statistical analysis majorly Kruskal Wallis test for association. A Packet Capture (PCAP) dataset with 1,047,908 packet header data is analyzed in an attempt, to identify malicious versus normal data traffic patterns. 90% of the attack traffic utilizes unassigned and dynamic/private ports and, also data sizes of between 0 and 58 bytes. (2) The machine learning approach narrows down the algorithm utilized by evaluating the accuracy levels of four algorithms: K-Nearest Neighbor (KNN), Support Vector Machine (SVM), Decision Tree and Random Forest with the accuracies 99.74, 87.11, 99.84 and 99.90 percent respectively. A load balance approach and modified entropy formula was applied to Random Forest. The model combines the two techniques giving it a minimum accuracy of 99.95% with added capabilities of detecting false positives. The results for both methods are matched in order to make a final decision. This approach can be easily adopted, as the data required is packet header data, visible in every network and provides results with commendable levels of accuracy, and the challenges of false positives greatly reduced.",Unknown Venue,https://astesj.com/?smd_process_download=1&download_id=26572
db4d62c594d30739e3c70134ac8af267019de7eb,Poirot: Causal Correlation Aided Semantic Analysis for Advanced Persistent Threat Detection,2021,Jian Yang; Qi Zhang; Xiaofeng Jiang; Shuangwu Chen; Feng Yang,"The volatile, covert and slow multistage attack patterns of Advanced Persistent Threat (APT) present a tricky challenge of APT detection, which are vital for organisations to protect their critical assets. In this article, we aim to develop system that aggregates and uses existing systems’ alerts to detect APTs. In order to achieve this, we propose a causal correlation aided semantic analysis system, called Poirot, for detecting the multi-stage threats over a long-time span from existing systems’ alerts. Poirot is capable of autonomously mining causality between anomalous events, which instructs us in reorganizing the original alerts and in constructing alert-chains. The system further exploits the Latent Dirichlet Allocation (LDA) to model the semantic context of the alert-chains. This LDA model facilitates us to carry out the semantic analysis for capturing the latent attack intent as well as for reconstructing the APT scenario. We use an alert dataset provided by a cyber security company to verify the proposed Poirot in terms of the detection accuracy and the capability of attack scenario reconstruction. The experiment results are presented to show the achievable performance of the proposed semantic analysis based APT detection.",IEEE Transactions on Dependable and Secure Computing,https://www.semanticscholar.org/paper/db4d62c594d30739e3c70134ac8af267019de7eb
cd407ba05124e23daf49cda956247697a88af2e9,SBI Model for the Detection of Advanced Persistent Threat Based on Strange Behavior of Using Credential Dumping Technique,2021,Nachaat Mohamed; B. Belaton,"This study investigated the shift from the manual approach of processing data to the digitized method making organizational data prone to attack by cybercriminals. The latest threat Advanced Persistent Threats (APT) was originated by the United States Air Force in 2006 by Colonel Greg Rattray. APT is constantly ravaging industries and governments, which causes severe damages including data loss, espionage, sabotage, leak, or forceful pay of ransom money to the attackers. This study introduces a new model built on Adversarial Tactics Techniques and Common Knowledge (ATT&CK) matrix for detecting APT attack. This is to identify the APT on the first potential victim when the attackers use credential dumping technique. Strange Behavior Inspection Model incorporating several models investigates and monitors APT behavioral features in the CPU, RAM, windows registry, and file systems proposed to detect APT Attack at the first potential victim machine. The Strange Behavior Inspection (SBI) Model proposed in this paper is designed to detect the attack before being developed to more advanced phases. The results of this study are presented at four levels:1- random access memory, 2-central processing unit, 3- windows registry, and 4- file systems. This study proposes a unique model as evidence to detect APT attacks before any other techniques are used. The proposed model reduces the detection time from nine-months to 2.7 minutes.",IEEE Access,https://ieeexplore.ieee.org/ielx7/6287639/9312710/09380629.pdf
2649ad52cc3af96b8f9e228b9af68d2f00796c12,The Influences of Feature Sets on the Detection of Advanced Persistent Threats,2021,Katharina Hofer-Schmitz; U. Kleb; Branka Stojanović,"This paper investigates the influences of different statistical network traffic feature sets on detecting advanced persistent threats. The selection of suitable features for detecting targeted cyber attacks is crucial to achieving high performance and to address limited computational and storage costs. The evaluation was performed on a semi-synthetic dataset, which combined the CICIDS2017 dataset and the Contagio malware dataset. The CICIDS2017 dataset is a benchmark dataset in the intrusion detection field and the Contagio malware dataset contains real advanced persistent threat (APT) attack traces. Several different combinations of datasets were used to increase variety in background data and contribute to the quality of results. For the feature extraction, the CICflowmeter tool was used. For the selection of suitable features, a correlation analysis including an in-depth feature investigation by boxplots is provided. Based on that, several suitable features were allocated into different feature sets. The influences of these feature sets on the detection capabilities were investigated in detail with the local outlier factor method. The focus was especially on attacks detected with different feature sets and the influences of the background on the detection capabilities with respect to the local outlier factor method. Based on the results, we could determine a superior feature set, which detected most of the malicious flows.",Electronics,https://www.mdpi.com/2079-9292/10/6/704/pdf?version=1616078178
cd0acf74e6a32d9d70e7f36c23a7c9a030418c31,The Reliability Assessment for Advanced Persistent Threat Defense based on Correlation Evidence Reasoning Rule,2021,Guozhu Wang; Guanyu Hu,"Advanced Persistent Threat (APT) is a cyber-attack method targeting large corporations, national institutions, and research institutes. APT attacks are multi-stage, long duration, and difficult to detect. Hacking actions that carry out APT attacks to steal important data and disrupt systems have become more frequent and rampant in recent years. Therefore, assessing the reliability of APT defense for complex network systems helps to develop plans to upgrade defense methods. In this paper, a framework including four aspects is established, and a correlation evidence reasoning (CER) model is proposed to assess the reliability of APT defense. Finally, a case study is constructed to illustrate the actual effect of the proposed method.","2021 CAA Symposium on Fault Detection, Supervision, and Safety for Technical Processes (SAFEPROCESS)",https://www.semanticscholar.org/paper/cd0acf74e6a32d9d70e7f36c23a7c9a030418c31
7137e772380271063b2c09bd4ac8f93d8804ef6e,A Hybrid Intelligent Approach to Attribute Advanced Persistent Threat Organization Using PSO-MSVM Algorithm,2022,Yangyang Mei; Weihong Han; Shudong Li; Kaihan Lin; Cui Luo,"In recent years, extensive research has been conducted in Advanced Persistent Threat (APT) attack defence. However, most existing defence solutions can only identify and temporarily disrupt cyber attacks, seeking to deny the threat from the intranet, it’s difficult to defence against APT attacks. Attributing the APT organization is an excellent complement to the existing defence solutions, which not only can expose the attacker’s true identity, but also provide evidence to bring the attacker to justice. However, research on attributing APT Organization is still few, poses complex tasks because APT attacks are highly targeted, stealthy, persistent and organized. To answer thie question, we propose a Particle Swarm Optimization Multiclass Support Vector Machine (PSO-MSVM) approach to identify the organization behind complex APT attacks automatically. Firstly, we have collected a large amount of data on the traces of APT attack tools executed in the sandbox, and selected data closely related to APT organizations to construct the feature set. Secondly, based on the strategy of keeping the personal best (pbest) and global best (gbest) particles in the particle swarm algorithm away from the adaptation values generated by the misclassification information as they move, the particle positions are updated frequently to eventually obtain the optimal parameters (i.e., penalty parameter ( ${C}$ ) and sigma parameter ( $\sigma $ )) for MSVM, thus enabling the MSVM technique to accurately identify APT organizations. The results obtained from the PSO-MSVM approach showed the superiority of this technique in three different measures of accuracy, precision and F1,compared with other six classical methods.",IEEE Transactions on Network and Service Management,https://www.semanticscholar.org/paper/7137e772380271063b2c09bd4ac8f93d8804ef6e
e3894820e4ae8fe369f2cf0cd194c38e959ea887,A Novel Network Security Situation Awareness Model for Advanced Persistent Threat,2022,Kai Chen; Jingxiang Zhu; Lansheng Han; Shenghui Li; Pengyi Gao,"Traditional defense methods can only evaluate a single security element and cannot determine the threat of Advanced Persistent Threat (APT) according to multi-source data. This paper proposes a network security situation awareness (NSSA) model to get the network situation under APT attacks based on knowledge graph. Firstly, the vulnerability knowledge graph and APT attack knowledge graph are constructed using public security databases and ATT & CK (Adversarial Tactics, Techniques, and Common Knowledge), and the targeted knowledge graph APT-NSKG is obtained by combining the two using Bidirectional Encoder Representations from Transformers (BERT). Then, according to the Endsley model and the characteristics of APT, the NSSA model for APT is proposed. The model uses APT-NSKG to obtain situation elements, and then comprehensively assesses and predicts the network situation from the perspectives of network asset dimension, vulnerability dimension, security dimension and threat dimension. Finally, the effectiveness of the model is verified by the data from the U.S. Cybersecurity and Infrastructure Security Agency.",International Conference on Data Science in Cyberspace,https://www.semanticscholar.org/paper/e3894820e4ae8fe369f2cf0cd194c38e959ea887
c623059e9c9b2bae4d5661e6e99ddea276f6d07a,AISLE: Self-supervised Representation Learning for the Investigation of Advanced Persistent Threat,2022,Zian Jia; Xiaosu Wang; Yun Xiong; Yao Zhang; Jinjing Zhao,"Advanced Persistent Threats (APT) are difficult to detect and defend due to their high variability and concealment. Current APT detection and investigation approaches suffer from two major problems. First, most recent models heavily rely on heuristic rules derived from a large amount of expensive prior knowledge, which in turn prevents the models from generalizing to new types of APT attacks. Second, the development of existing fully supervised models is limited by the scarcity of APT attack data. In this paper, we first construct the provenance graph by introducing logical entities to reduce the dependency on prior knowledge. Then we propose a novel self-supervised representation-learning based model, AISLE, for the investigation of the APT attack, which consists of a graph structure encoder (GSE) and an entity interaction pattern encoder (IPE). The GSE employs a graph attention auto-encoder to effectively compress the structural information of the graph; and the IPE employs a LSTM auto-encoder to extract the interaction patterns of entities from their interaction history. The two entity embeddings calculated respectively by the two auto-encoders are concatenated to form the final representation of the entity, which is evaluated by the attack investigation module to identify attack entities. Our model is evaluated on ten real-world APT attacks in a realistic virtual environment. The results show that our model can achieve superior generalization ability and consistently outperform the latest state-of-the-art APT attack investigation approaches.",International Conference on Data Science in Cyberspace,https://www.semanticscholar.org/paper/c623059e9c9b2bae4d5661e6e99ddea276f6d07a
e9b9ade107973b412e37fa9efe9c47808aa1c391,APTHunter: Detecting Advanced Persistent Threats in Early Stages,2022,Moustafa Mahmoud; Mohammad Mannan; Amr M. Youssef,"We propose APTHunter, a system for prompt detection of Advanced and Persistent Threats (APTs) in early stages. We provide an approach for representing the indicators of compromise that appear in the cyber threat intelligence reports and the relationships among them as provenance queries that capture the attacker’s malicious behavior. We use the kernel audit log as a reliable source for system activities and develop an optimized whole system provenance graph that provides the causal relationships and information flows among system entities in a compact format. Then, we model the threat hunting as a behavior match problem by applying provenance queries to the optimized provenance graph to find any hits as indicators of an APT attack. We evaluate APTHunter on adversarial engagements from DARPA over different OS platforms, as well as real-world APT campaigns. Based on our experimental results, APTHunter promptly and reliably detects attack artifacts in early stages.",DTRAP,https://dl.acm.org/doi/pdf/10.1145/3559768
7286ebf3f1696f0a26df29d2077dea56daa241f6,Advanced Persistent Threat (APT)-Style Attack Modeling and Testbed for Power Transformer Diagnosis System in a Substation,2022,Seerin Ahmad; Bohyun Ahn; Syed. R. B. Alvee; Daniela Trevino; Taesic Kim; Y. Youn; Myung-Hyo Ryu,"To meet the high safety and reliability requirements of today’s power transformers, advanced online diagnosis systems using seamless communications and information technologies have been developed, which potentially presents growing cybersecurity concerns. This paper provides practical attack models breaching a power transformer diagnosis system (PTDS) in a digital substation by advanced persistent threats (APTs) and proposes a security testbed for developing future security built-in PTDS against APTs. The proposed security testbed includes: 1) a real-time substation power system simulator, 2) a real-time cyber system, and 3) penetration testing tools. Several real cyber-attacks are generated and the impact on a digital substation are provided to validate the feasibility of the proposed security testbed. The proposed PTDS-focused security testbed will be used to develop self-safe defense strategies against malicious cyber-attacks in a digital substation environment.",IEEE PES Innovative Smart Grid Technologies Conference,https://www.semanticscholar.org/paper/7286ebf3f1696f0a26df29d2077dea56daa241f6
